"y","m","x"
3.1827459003604,1.93436486879539,1.8488225992769
13.0319938436889,11.7089988382591,7.02374035958201
13.8346134143376,10.6853915878483,5.73326334822923
4.45630389088879,3.57003448805217,1.68051920365542
24.9693881988005,19.8035077095267,9.43839338840917
26.0384893603051,20.3283674813095,9.43474958650768
-0.109836990395573,0.0422843326604048,1.29158976720646
22.2913701460637,18.4145195477419,8.33448815625161
9.5406394603351,8.12924145027799,4.68018515501171
13.4276310687038,10.6841991263279,5.4998374171555
12.2698410678919,11.0878593885343,5.5267406697385
2.73558312221113,3.27800339995475,2.3889475944452
17.9426991618721,12.8773627568383,7.60513313114643
0.42411120698768,2.41870845330893,1.80820100707933
7.9205104075462,7.62024396184735,4.05282181221992
20.716029508308,15.9031094969999,8.53548452956602
24.0197013379056,18.4157724114869,9.76398489437997
5.5825366561499,4.1583969200212,2.25825461093336
9.96970450949846,8.2111511750448,4.44809229113162
1.22342426637779,1.14586148319159,0.749794247094542
14.8428688540446,12.7848132467359,6.61898758495227
6.77479353273906,6.26254392945352,3.87549542589113
21.8292980831646,17.7578774922942,8.36889176862314
2.38549545588749,3.04331593844364,1.50501440744847
9.6863620269184,7.3899296356039,3.4727224893868
7.8293944851493,7.85120241849202,4.88773231394589
2.54269259715358,3.24158739276945,1.49246862856671
4.35530931699214,4.8439370885613,3.57062590075657
23.4555098270371,18.519467730078,9.62644048267975
-1.02438385112861,0.524647899668882,1.32372003281489
-3.62966778631606,-2.83101144685601,0.104145254008472
6.20944632086825,4.38584025004002,1.64642242016271
18.916789244049,15.2493307069122,8.10192144475877
21.4235851553601,16.8303190167054,8.68861036840826
10.7771222008953,9.40137428983211,5.14281762996688
15.8982655131075,12.5081731995802,6.27196286572143
21.3971169342316,18.2105516426591,8.44429003074765
7.94546582234474,6.72915234598877,2.84870574250817
13.101225379892,11.7649990687484,6.67225647717714
0.335416238863389,0.91241412496683,1.50469752028584
23.4046334738615,17.9344981852491,9.81727862264961
5.299540140366,4.04574479995539,2.97010735142976
3.45879056381596,3.49905373912275,1.15084075368941
1.89156671405933,2.54158055081216,1.63200871786103
21.3216859182984,17.8258463349882,9.44041808135808
17.8077200139216,14.9848347098576,7.94863823568448
25.7299218659569,20.3761615010727,9.74687897600234
6.88324834135772,6.63552924870903,3.49088410614058
14.0703025812015,9.21965132642068,5.01969880890101
18.9929069968046,15.1573323825839,8.10397262685001
-3.51074193841876,-1.55359132734818,0.0710903806611896
1.75222535185658,1.51337363670963,0.146939109545201
17.4601125415609,14.2228071209203,6.83403422823176
25.0878458123541,20.3812215155814,9.29720221785828
5.68985839406497,4.43095797908379,2.7540119853802
19.5527708021396,15.5863463234584,8.11859695473686
18.7998057422984,14.3729588834607,7.85878912778571
23.591883371319,19.3448923725129,9.88902155542746
16.9503783293655,12.3196896130539,6.13952909596264
17.3883472132992,15.1952300433098,7.10185730131343
19.5247738659626,15.6369774950057,7.70027856575325
22.7825165859948,17.9454586070496,8.86984157143161
17.6317459687157,13.3095652907935,6.25121729681268
5.3688181435906,5.68743285964699,2.60300035355613
20.0099744443926,17.0193503739973,8.59073117841035
10.5769356467627,7.4182167119616,4.37488002004102
10.581446182517,8.42315306793573,3.88144757598639
11.426227709168,8.83657486543589,4.61501105222851
5.52172699666258,5.39083292602806,2.18675193376839
1.48088172835277,0.0934982238778022,0.659355104435235
4.37415119500928,3.8142973232157,2.75701026665047
7.70510072601664,6.11270120227021,3.10381097486243
-1.46396407633406,-0.636399668561641,0.421755260322243
4.94543881699596,3.61642873817629,1.84673463227227
0.629048144920322,1.2267665178607,1.83373228181154
18.3178290288009,13.0294129251558,7.55462416447699
8.41472379308198,5.80369917699541,2.88059732178226
19.7127256015853,17.4249620543061,8.67844662396237
9.4739628059163,8.35259287362493,4.02642735978588
10.862282911404,8.97886526185285,5.7268500351347
7.4365673569545,7.61962423589284,3.50642574951053
16.5603469767458,14.2477305172036,6.71998928301036
-0.225369304504387,0.711397034690196,0.250503565184772
10.4273614506267,8.2360792917267,4.01101037859917
6.42752114336307,5.40390411518373,1.99976529926062
18.5039571958324,15.4062907110126,8.56525000883266
23.1519523660159,18.6530454746601,9.71515428507701
10.3128110433115,6.2605179351728,3.23722436791286
17.838702629442,13.5046757446617,7.33191433362663
7.99136024559793,6.27409795059278,3.40068240184337
25.8468261571383,20.0906616423359,9.76755184587091
7.43470791940255,6.71159529221947,3.97016411880031
9.32639029655708,7.67074082990939,3.79998879274353
14.1232753393418,11.2909192885814,5.60387630248442
9.0907911659005,7.93865818741389,4.63808179134503
1.82502216984971,2.23033537160721,1.9677682663314
11.3691213093569,8.95954080979176,4.26943402737379
0.199227622227305,0.914470382100596,0.930251874960959
2.15182591435415,2.26653868441645,1.1530912690796
8.57084479682166,7.40967428189657,4.40031654201448
